from_id,to_id,play_hour
48,63,22.0
48,234,21.0
48,100,21.0
48,159,21.0
48,357,19.9
48,213,19.8
48,358,19.7
48,359,19.7
48,360,19.5
48,361,19.5
48,362,19.4
48,363,19.1
48,11,18.3
48,364,18.2
48,78,18.1
48,365,17.3
48,23,17.1
48,366,15.4
48,150,15.0
48,367,14.5
48,368,14.4
48,369,14.0
48,370,13.8
48,371,13.8
48,372,13.5
48,373,12.8
48,60,12.7
48,374,12.6
48,375,12.4
48,376,12.4
48,377,11.6
48,378,11.3
48,97,11.3
48,204,11.2
48,38,11.1
48,233,11.0
48,379,10.7
48,380,10.5
48,381,10.4
48,291,10.1
48,382,9.8
48,383,9.7
48,109,9.7
48,384,9.4
48,385,9.3
48,318,9.0
48,386,8.8
48,387,8.4
48,70,7.9
48,388,7.8
48,389,7.8
48,390,7.7
48,391,7.7
48,232,7.7
48,309,7.6
48,237,7.5
48,392,7.4
48,136,7.2
48,393,7.2
48,394,7.2
48,132,7.0
48,395,7.0
48,396,7.0
48,397,6.8
48,398,6.7
48,399,6.7
48,335,6.6
48,400,6.6
48,168,6.5
48,401,6.5
48,176,6.1
48,402,5.9
48,403,5.7
48,404,5.6
48,405,5.6
48,50,5.5
48,40,5.5
48,406,5.4
48,407,5.3
48,330,5.3
48,408,5.3
48,409,5.2
48,410,5.1
48,411,4.9
48,412,4.7
48,413,4.6
48,414,4.5
48,415,4.4
48,416,4.4
48,121,4.4
48,417,4.3
48,319,4.2
48,418,4.2
48,419,4.2
48,329,4.1
48,310,4.0
48,333,4.0
48,288,3.9
48,420,3.8
48,421,3.6
48,422,3.4
48,423,3.4
48,424,3.4
48,425,3.3
48,426,3.2
48,427,3.2
48,332,3.2
48,90,3.1
48,428,2.9
48,107,2.9
48,429,2.8
48,242,2.7
48,430,2.7
48,431,2.6
48,316,2.6
48,432,2.5
48,433,2.5
48,434,2.4
48,435,2.4
48,236,2.3
48,436,2.3
48,437,2.3
48,438,2.3
48,22,2.2
48,439,2.1
48,210,2.0
48,304,2.0
48,296,1.9
48,440,1.9
48,441,1.8
48,442,1.8
48,443,1.5
48,444,1.5
48,445,1.5
48,446,1.5
48,447,1.5
48,448,1.4
48,449,1.4
48,265,1.4
48,200,1.4
48,450,1.3
48,25,1.3
48,451,1.1
48,452,1.0
48,453,1.0
48,122,0.9
48,174,0.9
48,454,0.9
48,455,0.8
48,241,0.8
48,456,0.8
48,457,0.7
48,165,0.7
48,321,0.7
48,458,0.7
48,459,0.7
48,460,0.6
48,461,0.6
48,462,0.6
48,463,0.6
48,464,0.6
48,465,0.6
48,466,0.4
48,467,0.4
48,235,0.4
48,222,0.4
48,468,0.4
48,469,0.3
48,470,0.3
48,4,0.3
48,471,0.3
48,41,0.3
48,472,0.3
48,302,0.2
48,473,0.1
49,22,278.0
50,22,240.0
51,22,6.9
51,241,1.2
52,40,1028.0
52,274,1008.0
52,9,148.0
52,474,108.0
52,10,72.0
52,475,36.0
52,1,35.0
52,235,32.0
52,155,21.0
52,476,16.0
52,5,15.8
52,477,15.8
52,478,8.6
52,479,7.8
52,63,7.3
52,22,3.1
52,242,1.9
52,342,1.7
52,480,1.1
52,481,0.6
52,482,0.4
53,22,86.0
54,278,33.0
54,10,3.3
54,22,0.3
55,22,142.0
55,483,6.4
55,484,5.9
55,485,4.9
55,486,4.2
55,487,1.9
55,488,1.9
55,267,1.1
55,489,0.9
55,490,0.7
55,284,0.4
55,491,0.2
56,22,1.1
57,22,2.3
58,135,3.0
59,274,0.8
60,25,105.0
60,10,30.0
60,492,25.0
60,241,14.9
60,148,10.9
60,40,7.4
60,251,7.4
60,24,5.6
60,52,3.4
60,285,2.0
60,22,0.4
61,22,891.0
61,40,853.0
61,285,3.3
61,493,3.1
61,489,1.9
61,494,0.8
61,487,0.8
61,495,0.2
61,496,0.2
62,10,6.6
63,22,3.6
64,40,231.0
64,475,6.6
65,122,13.6
66,22,9.9
67,10,4.5
68,247,42.0
68,22,0.5
69,22,2.0
70,282,0.6
71,47,499.0
72,10,29.0
73,22,2.4
74,22,1.5
75,22,10.1
76,22,6.5
77,255,5.4
78,232,153.0
78,235,63.0
78,233,26.0
78,148,22.0
78,5,1.4
79,74,104.0
79,497,6.3
79,498,1.5
80,22,0.4
81,40,13.4
81,499,12.0
82,40,75.0
82,105,0.5
82,10,0.5
83,22,550.0
84,10,27.0
84,236,16.8
84,357,6.9
85,239,303.0
85,500,3.5
86,235,12.2
86,478,2.9
86,10,0.9
86,501,0.2
86,274,0.1
87,40,639.0
87,77,479.0
87,285,70.0
87,281,65.0
87,47,33.0
87,249,30.0
87,502,19.8
87,503,16.2
87,475,11.3
87,134,4.2
87,504,3.9
87,148,2.3
87,505,1.7
87,10,1.0
87,506,0.8
87,450,0.8
87,507,0.7
87,60,0.7
87,24,0.5
87,508,0.3
87,509,0.3
88,22,865.0
89,274,271.0
89,285,16.7
89,241,10.7
89,5,8.6
89,510,8.4
89,22,2.4
89,511,2.0
89,512,1.2
89,513,0.7
89,514,0.3
89,515,0.3
89,148,0.2
89,495,0.2
90,22,60.0
91,516,60.0
91,517,31.0
91,518,7.0
91,519,3.0
92,22,1256.0
93,476,8.8
93,520,8.8
93,521,2.6
93,20,1.5
93,522,1.2
93,523,0.8
94,524,110.0
95,22,1.9
96,130,1.0
96,319,0.4
96,236,0.3
97,525,912.0
97,526,153.0
97,77,79.0
97,527,29.0
97,133,19.7
97,528,13.3
97,475,12.3
97,529,6.4
97,20,4.6
97,5,2.7
97,476,2.6
97,68,2.3
97,339,1.6
97,530,1.4
97,531,1.0
97,255,0.9
97,285,0.9
97,116,0.3
97,220,0.3
97,85,0.3
97,532,0.3
97,533,0.2
97,7,0.2
98,241,0.3
99,22,0.3
100,22,1.9
101,534,128.0
101,29,72.0
101,535,59.0
101,536,58.0
101,537,46.0
101,538,41.0
101,364,41.0
101,539,35.0
101,155,21.0
101,64,14.6
101,1,14.6
101,85,14.5
101,197,12.9
101,353,7.0
101,14,6.6
101,540,6.3
101,468,5.8
101,369,5.7
101,541,3.8
101,542,3.3
101,543,3.2
101,544,3.1
101,545,3.0
101,546,2.9
101,453,2.8
101,295,2.8
101,547,2.8
101,548,2.7
101,532,2.5
101,262,2.2
101,549,1.9
101,550,1.8
101,551,1.8
101,552,1.6
101,533,1.5
101,553,1.3
101,308,1.2
101,554,1.2
101,555,1.1
101,9,1.0
101,556,0.9
101,557,0.8
101,63,0.8
101,558,0.7
101,57,0.7
101,38,0.5
101,5,0.5
101,559,0.5
101,560,0.4
101,142,0.4
101,61,0.3
101,561,0.3
101,562,0.3
101,563,0.3
101,564,0.3
101,58,0.3
101,522,0.2
101,565,0.2
101,566,0.2
101,567,0.2
101,568,0.2
101,261,0.2
102,22,1447.0
102,241,0.3
103,22,2594.0
103,40,51.0
103,278,51.0
103,76,14.8
103,495,3.4
103,251,2.4
103,488,2.1
103,10,1.0
103,476,0.4
103,249,0.4
103,569,0.4
103,570,0.2
104,22,5.3
105,273,490.0
105,274,316.0
105,571,5.8
105,482,1.0
106,241,5.7
107,40,27.0
107,572,4.4
107,573,1.3
107,574,0.3
108,22,290.0
109,25,7.6
110,22,101.0
110,40,63.0
111,517,4.5
112,10,1.9
113,22,0.2
114,24,133.0
114,241,21.0
114,10,18.3
114,285,4.4
114,575,4.3
114,576,3.6
115,22,2.6
115,197,1.2
115,577,0.9
115,578,0.8
115,579,0.4
116,65,19.2
117,235,22.0
118,22,473.0
118,274,1.4
119,557,2.2
120,492,2.7
120,339,0.6
121,22,0.2
122,74,0.7
123,274,101.0
123,580,0.3
123,581,0.3
124,240,409.0
125,232,110.0
125,234,74.0
125,505,20.0
125,582,18.6
125,254,16.8
125,233,16.0
125,237,13.5
125,583,8.8
125,584,7.0
125,585,2.0
126,275,128.0
126,37,89.0
126,239,83.0
126,586,65.0
126,524,60.0
126,342,59.0
126,587,57.0
126,588,57.0
126,517,57.0
126,589,54.0
126,502,43.0
126,590,39.0
126,249,36.0
126,29,35.0
126,591,28.0
126,134,28.0
126,48,27.0
126,592,27.0
126,506,27.0
126,593,25.0
126,285,19.4
126,500,17.4
126,529,16.6
126,519,14.7
126,136,13.3
126,235,13.2
126,594,12.9
126,83,11.8
126,25,11.5
126,595,11.5
126,46,9.6
126,24,9.5
126,36,8.0
126,596,7.3
126,504,6.6
126,552,6.2
126,597,5.6
126,78,5.2
126,598,5.0
126,40,4.9
126,546,4.7
126,599,3.9
126,600,3.9
126,601,3.8
126,266,3.7
126,148,3.3
126,602,2.6
126,603,2.1
126,473,2.0
126,121,1.9
126,10,1.8
126,492,1.5
126,536,1.2
126,604,1.1
126,605,0.9
126,606,0.9
126,607,0.7
126,608,0.6
126,31,0.4
126,609,0.4
126,610,0.4
126,251,0.3
126,611,0.2
126,204,0.2
127,22,1.2
128,241,0.4
129,22,56.0
130,10,1.0
131,204,100.0
131,536,88.0
131,29,79.0
131,136,72.0
131,412,39.0
131,612,14.7
131,244,13.4
131,504,12.8
131,613,9.9
131,283,5.4
131,5,3.6
131,78,3.4
131,411,3.3
131,409,1.9
131,121,0.2
131,614,0.2
132,22,6.4
133,584,0.8
133,582,0.3
134,615,3.0
135,2,83.0
135,616,31.0
135,617,16.9
135,618,4.7
135,619,0.6
136,620,192.0
136,240,139.0
136,55,39.0
136,621,8.7
136,622,1.3
137,623,228.0
137,552,51.0
137,562,37.0
138,10,2.4
139,624,8.7
140,10,1.4
141,10,2.6
142,22,1.6
143,592,2.6
144,1,320.0
144,29,253.0
144,136,45.0
144,53,29.0
144,84,27.0
144,431,26.0
144,231,26.0
144,155,25.0
144,223,23.0
144,625,18.0
144,241,16.8
144,22,15.6
144,236,14.3
144,269,13.5
144,626,12.6
144,342,11.2
144,63,8.1
144,19,7.0
144,627,6.5
144,132,6.2
144,61,5.4
144,628,5.1
144,34,3.8
144,261,1.2
144,174,0.6
144,116,0.3
144,202,0.2
145,235,543.0
145,581,81.0
145,541,77.0
145,9,21.0
145,242,18.8
145,583,18.6
145,629,7.3
145,121,5.3
145,238,2.2
145,178,0.7
146,283,85.0
146,249,60.0
146,630,24.0
146,11,19.6
146,631,11.7
146,632,8.0
146,22,7.0
146,243,3.9
146,624,1.9
146,24,1.6
146,633,0.8
146,634,0.8
146,635,0.6
146,636,0.3
146,637,0.2
147,40,432.0
147,241,0.6
147,638,0.1
148,22,0.3
149,639,145.0
150,1,80.0
151,640,18.4
151,142,7.8
151,71,1.2
152,22,4.3
153,25,213.0
153,40,60.0
153,641,4.8
153,642,0.3
153,523,0.1
153,643,0.1
153,644,0.1
154,235,89.0
154,274,0.8
155,275,1056.0
155,40,488.0
155,10,75.0
155,1,73.0
155,645,50.0
155,65,22.0
155,247,8.9
155,241,6.0
155,92,2.9
155,5,2.4
155,244,1.5
155,357,1.4
155,646,0.9
155,55,0.7
155,647,0.6
155,63,0.6
155,254,0.5
155,342,0.3
156,133,53.0
156,92,49.0
156,648,43.0
156,541,43.0
156,346,32.0
156,544,27.0
156,553,25.0
156,557,23.0
156,22,19.6
156,360,18.2
156,353,18.1
156,11,17.3
156,649,16.7
156,85,16.2
156,650,15.6
156,651,15.0
156,652,14.9
156,532,12.1
156,20,9.5
156,155,9.4
156,23,9.3
156,653,9.3
156,654,8.6
156,655,8.4
156,537,8.2
156,656,7.3
156,657,5.7
156,53,4.9
156,658,4.5
156,356,3.6
156,347,3.5
156,200,3.3
156,121,3.2
156,659,2.4
156,577,2.1
156,223,1.9
156,63,1.9
156,660,1.5
156,661,1.5
156,218,1.4
156,159,1.4
156,282,1.2
156,562,1.2
156,229,0.9
156,662,0.8
156,663,0.8
156,34,0.5
156,453,0.4
156,664,0.4
156,665,0.4
156,666,0.3
156,667,0.3
156,291,0.2
156,668,0.2
156,138,0.2
156,669,0.2
156,17,0.1
157,22,4.8
158,22,2.7
159,22,5.7
160,541,57.0
161,22,0.6
162,670,243.0
162,517,218.0
162,239,193.0
162,29,153.0
162,1,143.0
162,347,136.0
162,671,86.0
162,672,83.0
162,133,68.0
162,524,65.0
162,527,64.0
162,16,62.0
162,218,61.0
162,673,55.0
162,341,42.0
162,674,35.0
162,83,32.0
162,675,32.0
162,15,31.0
162,547,30.0
162,204,28.0
162,23,26.0
162,68,26.0
162,78,24.0
162,287,24.0
162,587,22.0
162,53,22.0
162,676,21.0
162,473,21.0
162,677,21.0
162,678,21.0
162,586,19.8
162,679,19.7
162,109,19.7
162,516,19.1
162,11,19.1
162,680,18.8
162,681,17.2
162,63,16.9
162,111,16.6
162,116,16.5
162,14,15.6
162,438,15.2
162,136,15.2
162,682,14.8
162,186,14.8
162,114,14.0
162,369,13.8
162,105,13.2
162,529,13.1
162,10,12.6
162,202,12.5
162,683,12.5
162,350,12.1
162,73,12.0
162,101,12.0
162,684,11.4
162,685,11.1
162,223,11.0
162,89,11.0
162,686,9.3
162,206,9.2
162,687,9.0
162,276,9.0
162,588,8.9
162,121,8.2
162,235,7.9
162,72,7.9
162,64,7.4
162,688,7.4
162,122,7.2
162,689,7.2
162,667,7.2
162,690,6.7
162,691,6.6
162,549,6.5
162,692,5.4
162,110,5.2
162,271,4.9
162,437,4.7
162,360,4.6
162,693,4.0
162,308,3.8
162,269,3.5
162,694,3.4
162,334,3.3
162,354,3.3
162,262,3.2
162,5,2.7
162,155,2.2
162,695,2.2
162,274,2.2
162,580,2.1
162,696,2.1
162,697,2.1
162,698,1.8
162,197,1.8
162,699,1.7
162,700,1.6
162,626,1.5
162,550,1.4
162,4,1.4
162,565,1.2
162,506,1.2
162,560,1.1
162,701,1.1
162,242,1.1
162,482,1.1
162,403,1.1
162,61,1.0
162,165,1.0
162,281,0.9
162,30,0.8
162,702,0.7
162,409,0.7
162,703,0.6
162,45,0.6
162,704,0.6
162,705,0.5
162,706,0.5
162,412,0.4
162,178,0.4
162,707,0.3
162,708,0.3
162,709,0.2
162,238,0.2
162,471,0.1
162,581,0.1
162,710,0.1
163,22,26.0
164,47,86.0
164,20,6.1
164,22,1.8
164,711,0.1
165,22,4.5
166,22,423.0
167,22,6.6
168,502,2484.0
168,25,188.0
168,240,183.0
168,134,147.0
168,52,114.0
168,712,83.0
168,24,73.0
168,10,36.0
168,585,32.0
168,281,30.0
168,499,29.0
168,713,25.0
168,714,24.0
168,340,19.4
168,679,17.7
168,155,15.6
168,63,15.0
168,109,14.8
168,55,9.7
168,197,6.9
168,106,6.7
168,486,6.6
168,715,5.3
168,536,3.6
168,1,3.5
168,529,3.4
168,716,1.8
168,249,1.6
168,268,1.4
168,647,1.2
168,148,0.8
168,76,0.6
168,717,0.4
168,251,0.3
169,5,27.0
169,453,2.8
170,22,0.2
171,155,14.8
171,1,5.0
171,10,3.5
172,22,0.2
173,10,3.0
174,4,60.0
174,1,14.1
174,52,12.5
174,267,9.0
174,16,7.3
174,25,4.8
174,718,3.2
174,89,3.0
174,719,0.7
174,348,0.5
174,720,0.5
174,646,0.5
174,721,0.4
174,244,0.4
174,722,0.4
174,723,0.3
175,10,407.0
176,724,3.4
176,725,2.6
177,40,21.0
177,25,20.0
177,10,11.5
177,155,2.0
177,344,0.5
177,60,0.3
178,235,396.0
178,40,227.0
178,726,13.4
178,273,12.6
178,595,11.2
178,197,10.1
178,274,2.4
179,622,0.7
179,241,0.6
179,24,0.2
180,22,2.3
181,254,21.0
182,241,6.2
183,273,722.0
183,727,105.0
183,728,39.0
183,274,35.0
183,678,21.0
183,626,19.7
183,517,15.9
183,78,13.0
183,729,11.0
183,730,10.0
183,110,7.0
183,726,4.7
183,482,2.8
183,10,2.1
183,121,1.9
183,731,1.3
183,486,1.3
183,732,1.1
183,105,1.0
183,624,0.7
183,178,0.6
183,733,0.4
183,734,0.3
183,735,0.1
183,736,0.1
184,737,48.0
184,274,38.0
184,63,25.0
184,102,16.9
184,73,14.5
184,25,12.2
184,40,11.4
184,738,11.0
184,5,6.9
184,739,5.2
184,262,3.5
184,22,3.3
184,273,3.3
184,549,2.3
184,740,2.0
184,101,1.4
184,525,0.7
184,482,0.6
184,741,0.3
184,742,0.2
185,274,5.1
185,22,0.4
186,743,63.0
187,10,0.8
188,127,67.0
189,22,210.0
190,1,107.0
190,65,64.0
190,744,37.0
190,68,36.0
190,745,33.0
190,670,24.0
190,544,21.0
190,746,20.0
190,747,20.0
190,562,16.2
190,656,11.2
190,748,10.0
190,497,7.3
190,749,4.6
190,750,4.2
190,751,3.4
190,752,2.9
190,753,2.8
190,20,0.8
190,754,0.8
190,755,0.7
190,756,0.2
191,22,3.2
192,22,6.6
193,340,0.7
194,22,94.0
195,53,143.0
195,757,91.0
195,319,44.0
196,342,286.0
196,10,197.0
196,25,55.0
196,1,48.0
196,53,34.0
196,155,31.0
196,144,31.0
196,240,31.0
196,55,14.4
196,486,14.1
196,758,6.8
196,56,6.5
196,759,4.8
196,222,4.6
196,760,4.4
196,24,4.2
196,761,3.4
196,762,0.1
197,134,0.5
198,235,3.3
198,581,2.0
198,22,1.5
199,22,1.2
200,232,80.0
200,233,24.0
200,121,14.0
201,63,4.7
201,763,0.9
201,262,0.7
202,499,3.9
203,40,46.0
204,22,200.0
205,22,17.0
206,1,18.0
207,764,7.3
208,765,0.4
209,22,0.9
210,235,1.0
211,29,312.0
211,4,98.0
211,78,22.0
211,105,7.2
211,110,5.6
211,121,0.2
212,766,229.0
213,22,0.4
214,696,8.9
214,547,4.5
214,613,2.4
214,552,0.1
215,40,90.0
215,155,29.0
215,55,28.0
215,201,14.8
215,550,5.2
215,555,4.3
215,142,3.4
215,22,2.0
215,725,1.1
215,767,0.6
215,457,0.6
215,557,0.3
216,40,76.0
217,22,374.0
217,768,191.0
217,40,53.0
217,52,48.0
217,241,46.0
217,25,46.0
217,486,17.2
217,624,16.4
217,505,12.9
217,769,7.9
217,285,7.6
217,249,7.5
217,770,5.9
217,127,5.7
217,242,5.0
217,10,5.0
217,276,4.0
217,24,3.9
217,771,3.7
217,622,3.3
217,725,2.9
217,772,2.3
217,773,2.0
217,495,1.9
217,63,1.6
217,492,1.5
217,357,1.4
217,247,1.4
217,774,0.8
217,775,0.6
217,776,0.6
217,489,0.4
217,777,0.4
217,778,0.4
217,779,0.4
217,19,0.4
217,780,0.4
217,224,0.3
217,277,0.3
217,781,0.2
217,762,0.2
217,481,0.2
217,782,0.2
217,783,0.2
217,339,0.2
217,523,0.2
217,784,0.2
217,255,0.1
217,284,0.1
218,22,331.0
219,40,622.0
219,22,59.0
219,478,4.0
219,36,4.0
219,235,2.9
219,785,2.2
219,786,1.8
220,239,2.4
220,201,1.8
220,787,0.6
221,241,0.6
222,10,0.8
223,22,1.7
224,22,1.4
225,10,68.0
225,774,23.0
225,40,16.5
225,25,16.2
225,281,11.7
225,388,11.4
225,22,9.8
225,241,7.1
225,24,4.4
225,526,4.0
225,603,3.9
225,761,2.5
225,240,1.4
225,788,0.5
225,789,0.3
226,274,891.0
227,22,2.8
228,239,293.0
229,505,24.0
229,585,22.0
229,714,21.0
229,720,7.6
229,239,4.8
229,369,4.4
230,790,317.0
231,22,0.1
232,232,427.0
232,235,107.0
232,234,65.0
232,517,57.0
232,40,44.0
232,617,30.0
232,1,22.0
232,242,22.0
232,233,16.0
232,237,15.2
232,791,11.2
232,792,8.0
232,793,7.7
232,500,4.6
232,502,3.2
232,585,2.0
232,581,1.5
232,794,1.0
232,178,0.3
232,795,0.3
232,238,0.1
233,22,4.6
234,796,1191.0
234,797,646.0
234,743,315.0
234,232,52.0
234,18,9.4
234,233,6.0
235,29,14.1
236,25,29.0
236,789,0.2
237,22,780.0
238,22,12.2
239,22,6.9
240,1,643.0
241,22,9.9
242,1,403.0
242,254,23.0
242,274,0.6
242,482,0.5
242,273,0.5
243,22,24.0
244,241,2.3
244,10,0.3
244,798,0.2
245,22,1.8
246,234,201.0
246,237,12.8
247,235,956.0
248,799,64.0
248,800,4.5
249,22,2.9
250,22,91.0
251,77,283.0
251,244,149.0
251,624,140.0
251,25,19.6
251,40,15.9
251,502,15.3
251,490,14.4
251,13,10.0
251,801,8.4
251,10,1.8
251,457,1.0
251,134,1.0
251,611,0.5
251,148,0.2
251,240,0.2
251,508,0.1
252,63,19.1
252,262,3.8
252,132,1.4
252,329,0.3
253,10,0.4
254,342,67.0
254,40,18.0
254,5,6.3
254,486,2.6
