from_id,to_id,play_hour
778,526,1.9
778,581,1.7
778,35,1.4
778,1330,1.3
778,773,0.9
778,244,0.9
778,1191,0.8
778,844,0.6
778,15,0.5
779,1072,39.0
779,750,6.3
780,10,141.0
781,22,2.8
782,22,9.2
783,29,120.0
784,241,17.2
785,10,0.6
786,234,31.0
786,5,0.1
787,518,3.7
788,22,1243.0
788,493,1.1
789,233,3.1
790,488,3.2
791,350,20.0
791,565,8.3
791,545,1.3
791,518,0.6
791,1281,0.4
791,1038,0.4
791,1413,0.3
792,10,119.0
792,670,119.0
792,793,107.0
792,63,74.0
792,29,53.0
792,16,44.0
792,671,43.0
792,660,36.0
792,35,27.0
792,121,16.3
792,764,12.1
792,1290,11.0
792,517,10.1
792,186,9.5
792,262,8.5
792,1414,5.8
792,22,4.3
792,264,2.6
792,210,1.8
792,1006,0.9
792,198,0.2
792,1415,0.2
792,1416,0.1
792,176,0.1
793,1417,4.4
793,424,1.6
794,499,92.0
794,478,54.0
794,243,10.3
794,1352,0.4
794,531,0.2
794,789,0.2
795,22,732.0
795,40,523.0
795,745,142.0
795,244,69.0
795,59,21.0
795,25,15.0
795,1149,11.9
795,840,9.8
795,927,7.8
795,249,7.0
795,497,6.1
795,281,6.0
795,10,3.6
795,63,3.3
795,274,2.8
795,77,2.5
795,570,1.5
795,342,1.1
795,241,1.1
795,273,0.2
795,261,0.2
795,482,0.2
795,235,0.1
796,7,329.0
796,502,325.0
796,529,190.0
796,29,178.0
796,77,171.0
796,542,159.0
796,670,125.0
796,240,122.0
796,174,117.0
796,134,70.0
796,281,69.0
796,1,61.0
796,342,51.0
796,517,29.0
796,625,28.0
796,275,28.0
796,675,26.0
796,97,24.0
796,204,24.0
796,672,23.0
796,768,22.0
796,809,21.0
796,1418,18.3
796,1321,18.1
796,476,18.0
796,690,17.2
796,617,16.1
796,73,14.6
796,369,14.2
796,48,13.1
796,155,12.5
796,74,11.6
796,626,10.4
796,851,10.4
796,1131,10.0
796,676,9.9
796,10,9.7
796,1419,9.1
796,53,8.7
796,671,8.6
796,478,8.4
796,63,8.2
796,1420,8.1
796,1421,7.8
796,1422,7.6
796,83,6.7
796,376,5.5
796,28,4.4
796,195,4.1
796,524,3.9
796,360,3.7
796,50,3.6
796,197,3.5
796,254,3.3
796,1423,3.3
796,1097,3.1
796,578,3.1
796,55,2.7
796,242,2.7
796,78,2.6
796,500,2.5
796,506,2.5
796,1051,2.4
796,540,2.4
796,438,2.4
796,128,2.3
796,5,2.3
796,164,2.2
796,11,2.2
796,89,2.2
796,1149,2.0
796,36,2.0
796,1424,1.8
796,255,1.8
796,1425,1.8
796,84,1.8
796,109,1.8
796,218,1.7
796,136,1.7
796,1077,1.7
796,1180,1.6
796,18,1.6
796,236,1.5
796,1426,1.5
796,337,1.4
796,239,1.4
796,1203,1.3
796,51,1.3
796,932,1.3
796,504,1.2
796,1427,1.1
796,1428,1.1
796,319,1.1
796,1317,1.1
796,959,1.0
796,1019,1.0
796,849,1.0
796,685,1.0
796,262,1.0
796,1130,1.0
796,928,0.9
796,548,0.9
796,1429,0.9
796,133,0.9
796,269,0.9
796,219,0.8
796,839,0.8
796,1283,0.7
796,589,0.7
796,115,0.7
796,60,0.7
796,1430,0.7
796,505,0.6
796,61,0.6
796,238,0.6
796,1431,0.6
796,702,0.5
796,64,0.5
796,4,0.4
796,547,0.4
796,906,0.4
796,1432,0.4
796,579,0.4
796,1216,0.4
796,1433,0.3
796,38,0.3
796,1434,0.3
796,1435,0.3
796,826,0.3
796,1436,0.3
796,437,0.3
796,457,0.3
796,231,0.3
796,241,0.3
796,1437,0.3
796,15,0.3
796,1438,0.3
796,577,0.3
796,259,0.3
796,949,0.3
796,841,0.2
796,40,0.2
796,531,0.2
796,1365,0.2
796,1439,0.2
796,508,0.2
796,17,0.2
796,37,0.2
796,744,0.2
796,793,0.2
796,258,0.2
796,1440,0.2
796,206,0.2
796,855,0.2
796,1441,0.2
796,350,0.2
796,837,0.1
796,977,0.1
796,354,0.1
796,192,0.1
796,1442,0.1
796,1443,0.1
796,1444,0.1
796,252,0.1
796,100,0.1
797,241,8.0
797,804,6.3
797,25,4.2
797,789,4.0
797,1149,2.6
797,830,2.0
797,769,1.2
797,285,1.0
797,1445,1.0
797,529,0.9
797,817,0.9
797,492,0.6
797,282,0.4
797,487,0.3
797,483,0.1
797,485,0.1
798,22,272.0
799,10,2653.0
799,380,11.6
800,10,174.0
800,25,135.0
800,820,75.0
800,1100,23.0
800,490,17.4
800,1446,11.6
800,717,9.5
800,843,7.9
800,1447,4.1
800,762,1.8
800,512,1.2
800,285,1.0
800,241,0.5
800,24,0.2
801,22,91.0
801,255,0.8
802,22,80.0
803,235,87.0
803,5,19.0
803,10,6.5
803,532,3.5
803,1424,1.0
803,1008,0.8
803,581,0.3
803,280,0.1
804,25,81.0
804,22,42.0
804,497,25.0
804,1448,24.0
804,10,15.6
804,780,11.4
804,878,7.7
804,541,3.4
804,241,2.5
804,492,2.1
804,486,1.5
804,495,0.3
804,762,0.2
804,717,0.2
804,1115,0.2
805,39,30.0
805,93,27.0
805,852,4.8
805,720,1.3
805,28,0.1
806,10,238.0
806,242,2.3
807,22,2.2
808,584,6.3
808,951,1.4
808,582,0.2
809,78,14.1
809,235,4.6
809,110,0.6
810,22,0.5
811,22,67.0
811,1449,16.8
811,388,2.4
811,236,1.6
811,319,0.9
812,53,6.9
813,241,8.2
813,24,0.2
814,631,107.0
815,29,104.0
816,255,0.4
817,10,104.0
818,22,0.7
819,22,675.0
819,40,511.0
819,241,74.0
819,285,26.0
819,10,13.3
819,1137,8.3
819,998,1.0
819,816,0.5
819,249,0.4
819,274,0.3
820,10,17.8
821,235,0.8
822,29,6.3
823,249,5.3
823,40,2.8
823,285,1.4
823,77,0.8
824,532,79.0
824,646,50.0
824,4,15.3
824,234,4.3
824,237,3.5
824,1450,0.4
825,646,1.9
825,1451,0.6
825,61,0.5
825,40,0.5
825,223,0.5
825,57,0.3
825,646,0.2
825,22,0.2
826,22,8.9
827,22,8.1
828,40,395.0
829,22,0.3
830,25,0.3
831,22,2.6
832,235,289.0
833,1452,127.0
834,25,22.0
834,492,11.0
834,761,7.4
834,10,4.6
834,741,0.8
834,1370,0.2
835,60,153.0
835,155,79.0
835,875,73.0
835,29,62.0
835,343,37.0
835,52,36.0
835,63,36.0
835,515,32.0
835,45,31.0
835,53,26.0
835,1,21.0
835,450,19.5
835,959,12.9
835,40,8.1
835,159,7.4
835,23,7.1
835,1177,6.3
835,27,6.0
835,760,5.4
835,142,5.1
835,577,4.2
835,121,3.6
835,83,3.5
835,1453,3.5
835,1297,3.3
835,132,3.1
835,185,2.0
835,684,1.7
835,38,1.7
835,1215,1.7
835,549,1.6
835,18,1.6
835,708,1.6
835,4,1.4
835,224,1.3
835,212,1.3
835,1007,1.2
835,229,1.2
835,887,1.2
835,330,1.0
835,256,1.0
835,202,0.9
835,10,0.8
835,682,0.8
835,295,0.8
835,210,0.8
835,163,0.8
835,261,0.7
835,342,0.7
835,94,0.6
835,117,0.6
835,451,0.6
835,76,0.5
835,309,0.4
835,264,0.4
835,25,0.4
835,1287,0.4
835,1454,0.4
835,168,0.3
835,127,0.3
835,1455,0.3
835,560,0.3
835,99,0.2
835,265,0.2
835,186,0.2
835,150,0.2
835,933,0.2
835,310,0.2
835,192,0.1
835,842,0.1
835,333,0.1
835,687,0.1
835,1456,0.1
835,833,0.1
835,648,0.1
835,341,0.1
835,1190,0.1
836,22,251.0
837,1216,2.2
837,647,2.1
837,1457,0.2
838,40,285.0
838,19,129.0
838,68,65.0
838,259,35.0
838,769,27.0
838,5,16.6
838,1100,14.9
838,10,12.4
838,493,11.0
838,127,10.7
838,483,9.9
838,342,7.4
838,1458,7.1
838,921,6.9
838,761,6.5
838,595,5.0
838,624,3.1
838,725,3.0
838,1459,2.3
838,13,2.1
838,895,1.3
838,457,1.3
838,241,1.2
838,287,1.1
838,22,0.9
838,636,0.8
838,1368,0.2
838,360,0.2
838,1198,0.2
838,1339,0.1
839,62,55.0
839,22,0.5
839,646,0.2
840,274,2.2
841,105,2.7
842,283,0.9
843,235,335.0
843,178,3.8
843,581,3.5
843,238,1.7
843,242,0.2
844,274,6.5
844,279,0.5
844,571,0.2
845,78,9.7
846,29,16.5
846,121,1.1
846,78,0.8
846,242,0.5
846,10,0.3
847,235,3.8
848,22,795.0
848,40,34.0
848,24,0.3
849,78,16.1
850,10,92.0
850,820,0.9
851,22,18.7
852,78,11.2
852,10,1.5
852,336,0.3
853,583,4.1
854,22,1840.0
854,232,215.0
854,582,45.0
854,274,45.0
854,233,25.0
854,254,16.0
854,237,15.2
854,584,9.9
854,5,9.2
854,10,7.9
854,234,4.5
854,242,0.6
854,243,0.4
854,482,0.2
854,1143,0.1
855,22,2.0
856,22,3.1
857,22,24.0
858,22,0.2
859,10,244.0
859,24,4.6
860,22,3.5
861,535,19.1
862,988,37.0
862,1460,4.3
862,74,1.5
863,40,15.2
864,29,45.0
864,38,34.0
864,394,10.8
864,63,9.7
864,702,6.9
864,795,6.2
864,198,5.5
864,1461,4.7
864,90,4.5
864,131,4.4
864,121,3.7
864,916,3.7
864,10,3.6
864,1137,3.6
864,48,3.0
864,550,2.8
864,560,2.4
864,165,2.1
864,207,1.9
864,150,1.9
864,1070,1.5
864,504,1.4
864,368,1.3
864,22,1.3
864,12,0.9
864,1462,0.7
864,250,0.3
864,186,0.3
864,1463,0.3
865,274,8.8
866,239,0.4
867,22,1.7
868,10,1.3
869,22,0.6
870,22,1.6
871,235,204.0
871,344,120.0
871,10,106.0
871,234,70.0
871,25,66.0
871,52,61.0
871,5,26.0
871,236,21.0
871,581,15.6
871,481,8.2
871,237,7.4
871,238,6.0
871,837,0.4
871,178,0.1
872,235,1023.0
872,40,267.0
872,342,156.0
872,155,50.0
872,582,38.0
872,77,23.0
872,552,17.4
872,562,16.3
872,35,12.3
872,528,11.7
872,41,10.1
872,926,9.3
872,532,6.0
872,354,3.8
872,10,1.9
872,241,1.9
872,584,1.5
872,476,1.4
872,127,1.4
872,255,0.6
872,22,0.4
872,1115,0.1
873,22,0.7
874,22,1577.0
875,22,9.2
876,672,159.0
876,29,42.0
876,1,1.7
877,22,56.0
878,22,4.4
879,10,2.3
880,22,0.8
881,517,689.0
881,670,621.0
881,556,519.0
881,1,242.0
881,591,183.0
881,674,182.0
881,239,57.0
881,502,46.0
881,750,42.0
881,685,27.0
881,671,16.0
881,793,12.9
881,500,12.3
881,1072,11.8
881,136,11.6
881,134,10.2
881,77,9.6
881,598,6.6
881,164,6.2
881,249,6.0
881,592,4.3
881,199,3.7
881,1187,3.0
881,22,2.6
881,586,1.1
881,148,1.0
881,18,0.3
881,345,0.3
881,508,0.1
882,706,5.7
882,1464,0.4
883,281,284.0
883,528,153.0
883,848,130.0
883,241,66.0
883,283,53.0
883,34,47.0
883,1,45.0
883,1217,16.6
883,780,14.0
883,820,11.6
883,40,7.0
883,19,6.0
883,97,5.2
883,619,5.0
883,492,4.7
883,761,3.7
883,10,3.4
883,1465,3.2
883,127,3.2
883,248,1.6
883,243,1.4
883,1343,1.4
883,1276,1.3
883,1466,0.9
883,7,0.5
883,1467,0.5
883,1468,0.4
883,24,0.2
883,1469,0.2
883,1470,0.1
884,22,2.1
885,1325,1.7
886,241,9.8
887,4,59.0
887,174,48.0
887,242,8.5
887,121,8.2
887,478,4.3
887,40,4.0
887,308,1.3
887,1471,0.5
887,463,0.4
887,271,0.4
887,342,0.1
887,1472,0.1
888,22,8.0
889,771,17.2
890,10,13.9
891,22,0.4
892,5,9.3
893,274,0.6
894,238,257.0
895,281,202.0
895,1043,64.0
895,2,48.0
895,77,46.0
895,114,33.0
895,518,32.0
895,25,31.0
895,4,25.0
895,56,23.0
895,84,21.0
895,1239,18.6
895,38,17.4
895,1473,17.4
895,119,15.7
895,155,13.6
895,856,13.5
895,5,11.3
895,739,10.3
895,630,9.4
895,505,7.8
895,47,7.4
895,849,6.9
895,1245,6.8
895,40,6.7
895,243,5.9
895,916,4.8
895,98,4.7
895,526,4.3
895,233,4.1
895,111,3.5
895,319,3.4
895,78,3.4
895,506,3.3
895,532,3.3
895,186,2.6
895,36,2.3
895,718,2.1
895,227,2.1
895,90,1.9
895,1474,1.8
895,917,1.7
895,217,1.6
895,357,1.4
895,1068,1.4
895,554,1.4
895,609,1.4
895,178,1.3
895,121,1.3
895,269,0.9
895,34,0.9
895,1475,0.7
895,276,0.7
895,160,0.6
895,16,0.6
895,50,0.5
895,22,0.5
895,197,0.5
895,909,0.5
895,409,0.4
895,1045,0.3
895,1286,0.3
895,878,0.3
895,232,0.2
895,850,0.2
895,1476,0.2
895,641,0.2
895,342,0.2
895,765,0.1
895,443,0.1
896,816,2.7
897,995,773.0
897,797,39.0
897,825,21.0
898,235,3013.0
898,40,2508.0
898,25,1371.0
898,244,534.0
898,47,114.0
898,475,81.0
898,281,72.0
898,77,13.1
898,10,9.0
898,5,8.6
898,134,4.9
898,531,4.4
898,48,3.4
898,1477,2.5
898,502,1.0
898,357,0.9
898,148,0.7
899,519,1.5
900,22,1.4
901,22,431.0
902,22,13.4
903,726,3.6
904,10,499.0
904,340,6.9
904,476,4.0
904,40,2.4
904,241,1.7
904,285,0.8
905,281,62.0
905,40,59.0
905,617,24.0
906,22,250.0
907,77,980.0
907,32,371.0
907,134,236.0
907,1174,186.0
907,502,112.0
907,1204,104.0
907,672,101.0
907,4,97.0
907,1478,97.0
907,1,83.0
907,2,81.0
907,84,56.0
907,717,52.0
907,215,45.0
907,350,45.0
907,49,33.0
907,1462,28.0
907,1479,22.0
907,285,16.0
907,155,15.9
907,34,15.3
907,597,15.0
907,59,12.0
907,1350,11.7
907,1126,10.5
907,13,8.7
907,1074,8.4
907,7,7.8
907,47,7.4
907,493,5.9
907,241,4.0
907,492,3.3
907,22,3.3
907,40,3.3
907,1355,2.6
907,1288,2.5
907,266,2.2
907,505,2.0
907,1480,1.8
907,529,1.5
907,903,0.9
907,626,0.6
907,240,0.6
907,1481,0.5
907,25,0.5
907,251,0.4
907,148,0.4
907,1482,0.4
907,928,0.3
907,509,0.2
907,347,0.2
907,507,0.1
908,820,95.0
908,7,1.6
909,820,0.9
910,22,0.8
911,696,307.0
911,690,134.0
911,1483,107.0
911,1130,78.0
911,1484,23.0
911,517,23.0
911,69,11.5
911,436,8.6
911,1485,7.5
911,614,6.3
911,1486,6.1
911,1487,5.9
911,117,1.4
912,565,7.4
912,40,6.8
913,22,1.5
914,22,2025.0
915,22,2.2
916,40,1342.0
916,22,317.0
916,541,91.0
916,244,85.0
916,25,70.0
916,235,58.0
916,10,29.0
916,241,13.7
916,5,13.3
916,64,13.3
916,63,10.4
916,369,8.4
916,127,6.5
916,575,3.0
916,186,2.6
916,584,2.3
916,281,2.2
916,248,1.2
916,582,0.7
916,581,0.6
916,238,0.4
917,22,452.0
918,1229,28.0
918,249,0.9
918,1488,0.4
919,690,80.0
919,625,63.0
919,1,46.0
919,53,39.0
919,65,31.0
919,109,17.8
919,22,16.1
919,40,11.9
919,1091,7.3
919,851,6.9
919,497,5.1
919,165,2.5
919,1218,2.5
919,524,2.1
919,61,1.2
919,29,1.0
919,1347,0.3
919,84,0.1
920,528,10.3
920,22,5.0
920,283,2.3
920,1489,2.0
920,241,2.0
920,1342,1.2
921,22,1437.0
921,1490,1.0
922,10,4.3
923,1,569.0
923,240,349.0
923,10,215.0
923,542,190.0
923,239,162.0
923,275,146.0
923,204,122.0
923,517,114.0
923,29,92.0
923,24,78.0
923,412,57.0
923,241,48.0
923,431,35.0
923,817,20.0
923,136,17.2
923,73,15.6
923,502,11.3
923,1491,11.0
923,238,7.1
923,586,6.9
923,557,5.6
923,5,5.5
923,531,4.2
923,235,3.0
923,9,2.9
923,25,0.4
923,215,0.4
924,1492,44.0
924,424,24.0
924,1493,16.3
924,371,7.9
924,1494,6.7
924,1495,5.3
924,547,3.0
925,22,7.4
926,49,214.0
926,768,210.0
926,1224,123.0
926,672,121.0
926,1,69.0
926,1204,53.0
926,2,44.0
926,47,39.0
926,218,33.0
926,872,22.0
926,14,17.9
926,992,16.8
926,1029,11.9
926,851,5.4
926,93,3.8
926,891,3.7
926,135,2.8
926,1496,1.2
926,780,0.8
927,22,0.3
928,885,932.0
928,572,373.0
928,1072,184.0
928,759,150.0
928,502,17.3
928,574,11.5
928,47,10.5
928,199,10.3
928,1497,6.6
928,533,6.3
928,431,3.2
928,1498,3.2
928,1499,2.3
928,53,1.5
928,498,1.4
928,1324,1.3
928,1500,1.3
928,1501,1.2
928,10,0.7
928,277,0.6
928,1040,0.6
928,11,0.6
928,1329,0.5
928,22,0.2
928,750,0.1
929,1,53.0
929,347,30.0
929,486,28.0
929,997,16.6
929,376,14.3
929,218,8.6
929,348,3.8
929,155,3.7
929,532,2.9
929,67,2.7
929,341,2.4
929,22,1.0
929,1502,0.7
929,1503,0.6
929,1504,0.3
929,1354,0.3
929,7,0.2
929,10,0.2
929,1505,0.1
929,247,0.1
930,22,10.0
931,1,63.0
931,10,55.0
931,155,54.0
931,1290,34.0
931,20,0.2
932,241,5.5
933,22,0.6
934,197,0.4
935,244,82.0
935,820,53.0
935,155,45.0
935,7,32.0
935,532,25.0
935,843,16.3
935,1119,15.5
935,347,13.8
935,535,13.7
935,346,12.0
935,85,11.3
935,365,9.8
935,529,9.4
935,53,8.8
935,13,8.3
935,1506,8.2
935,531,5.9
935,38,5.4
935,720,5.4
935,624,5.1
935,651,4.0
935,453,3.9
935,197,3.6
935,218,3.4
935,528,3.4
935,34,3.3
935,530,3.0
935,1507,2.7
935,10,2.4
935,684,1.5
935,1508,1.2
935,1509,0.9
935,255,0.8
935,732,0.7
935,61,0.7
935,756,0.6
935,869,0.4
935,1510,0.3
935,220,0.2
935,1045,0.2
935,25,0.2
935,761,0.2
936,283,6.7
936,268,5.5
936,22,3.7
936,486,2.3
936,285,1.5
936,530,0.7
936,13,0.5
936,1290,0.4
936,513,0.4
936,735,0.3
936,10,0.2
937,22,9.0
938,1126,4.8
939,22,46.0
940,10,14.7
940,5,7.0
940,40,3.9
941,1511,7.5
942,582,91.0
942,10,85.0
942,584,59.0
942,64,45.0
942,30,26.0
942,53,26.0
942,89,17.8
942,95,10.2
943,22,297.0
943,773,125.0
944,463,5.4
944,133,2.8
944,471,0.1
945,10,3.9
946,22,34.0
947,22,5.0
948,22,1069.0
948,40,635.0
948,281,60.0
948,1512,58.0
948,25,43.0
948,244,41.0
948,36,32.0
948,672,28.0
948,235,24.0
948,197,21.0
948,241,14.2
948,347,10.7
948,5,8.4
948,1513,6.2
948,340,5.5
948,478,5.3
948,1514,5.1
948,1515,4.1
948,357,3.9
948,222,3.5
948,647,3.4
948,342,3.0
948,73,2.5
948,10,2.4
948,1357,2.2
948,450,1.9
948,138,1.4
948,61,1.3
948,247,1.3
948,912,1.2
948,1516,0.9
948,969,0.7
948,1202,0.7
948,1137,0.7
948,667,0.6
948,786,0.6
948,495,0.6
948,1517,0.4
948,60,0.3
948,376,0.2
948,788,0.2
948,1518,0.2
948,1519,0.1
948,1335,0.1
949,274,1.9
950,493,23.0
950,121,1.5
951,22,253.0
952,40,775.0
952,155,384.0
952,572,287.0
952,49,91.0
952,10,87.0
952,806,48.0
952,60,44.0
952,76,38.0
952,1,34.0
952,515,34.0
952,343,31.0
952,45,26.0
952,25,26.0
952,992,26.0
952,11,22.0
952,53,20.0
952,232,19.0
952,68,17.8
952,65,17.0
952,63,16.3
952,255,14.9
952,55,13.7
952,14,11.9
952,346,11.5
952,531,11.0
952,96,10.7
952,636,9.6
952,1040,9.6
952,502,8.8
952,281,8.0
952,277,7.3
952,1520,6.2
952,790,5.6
952,23,5.5
952,61,5.0
952,450,4.7
952,357,4.6
952,871,4.6
952,505,3.6
952,761,2.9
952,241,1.8
952,5,1.5
952,529,1.0
952,574,0.8
952,769,0.6
952,575,0.3
952,148,0.2
953,10,0.2
954,40,556.0
954,29,32.0
954,597,21.0
954,49,8.6
954,286,7.8
954,342,0.2
955,10,0.3
956,10,1.4
957,825,18.8
958,22,87.0
959,7,5.0
960,234,314.0
960,18,63.0
960,235,34.0
960,237,29.0
960,1051,14.8
960,232,14.6
960,5,9.9
960,1218,6.2
960,252,6.1
960,1156,4.4
960,478,4.4
960,121,2.6
960,716,1.2
960,341,0.6
960,233,0.5
961,40,90.0
962,40,38.0
962,22,6.7
963,500,0.9
964,10,31.0
965,22,3038.0
965,40,1085.0
965,235,466.0
965,274,439.0
965,572,38.0
965,52,35.0
965,281,35.0
965,74,28.0
965,1521,17.8
965,574,17.5
965,1522,17.2
965,30,16.7
965,29,16.6
965,474,16.1
965,582,15.0
965,11,10.4
965,14,8.5
965,25,8.2
965,63,6.4
965,617,3.3
965,10,3.2
965,127,2.9
965,261,2.4
965,505,2.3
965,78,2.1
965,284,1.7
965,262,1.7
965,186,1.6
965,1523,1.4
965,1290,1.2
965,1524,1.1
965,750,1.1
965,273,1.0
965,1121,0.8
965,197,0.7
965,121,0.7
965,365,0.7
965,176,0.5
965,89,0.4
965,725,0.4
965,1525,0.4
965,584,0.4
965,231,0.2
965,544,0.1
965,343,0.1
966,241,124.0
966,340,10.2
966,820,7.2
966,717,0.6
966,530,0.6
966,790,0.5
966,492,0.5
967,1043,141.0
967,431,121.0
967,232,37.0
967,450,11.5
967,53,10.2
967,40,9.6
967,10,8.5
967,740,8.1
967,48,5.1
967,233,4.3
967,478,3.6
967,60,2.9
967,245,2.7
967,197,1.9
967,164,1.6
967,25,1.3
967,249,1.2
967,1526,0.6
967,94,0.6
968,823,131.0
968,824,28.0
969,22,1.1
970,78,27.0
970,233,15.8
970,10,13.6
970,105,9.6
970,110,6.4
970,232,5.1
970,178,1.3
970,121,0.4
971,155,148.0
971,806,75.0
971,1527,60.0
971,660,54.0
971,486,51.0
971,29,40.0
971,526,30.0
971,715,28.0
971,844,20.0
971,40,17.8
971,22,17.8
971,633,16.6
971,10,16.1
971,238,15.6
971,63,13.9
971,841,12.8
971,204,8.1
971,412,7.8
971,519,7.6
971,308,6.9
971,120,6.8
971,319,5.2
971,529,3.5
971,1157,2.7
971,1138,2.4
971,1050,1.9
971,235,0.8
972,22,1.9
973,10,206.0
974,22,240.0
975,646,6.4
975,186,1.3
975,261,0.6
975,826,0.6
976,572,145.0
976,1043,62.0
976,10,38.0
976,1040,24.0
976,232,23.0
976,25,22.0
976,52,21.0
976,268,19.2
976,18,18.3
976,1528,15.5
976,40,15.4
976,532,14.7
976,2,14.6
976,790,11.3
976,502,11.2
976,493,9.9
976,1,9.0
976,834,7.4
976,5,6.2
976,450,5.9
976,486,4.4
976,357,3.7
976,536,3.7
976,929,3.6
976,13,3.2
976,186,2.7
976,60,2.5
976,236,2.3
976,476,2.1
976,235,2.1
976,202,2.1
976,457,1.4
976,616,1.2
976,36,1.1
976,342,1.0
976,611,0.8
976,197,0.7
976,518,0.6
976,22,0.5
976,148,0.5
976,134,0.5
976,773,0.4
977,22,1781.0
977,486,0.1
978,820,48.0
978,241,14.2
978,10,7.2
978,633,6.2
978,22,3.7
978,1529,1.9
978,643,0.5
978,492,0.2
978,843,0.2
978,511,0.2
978,1530,0.2
979,22,261.0
980,626,89.0
980,713,79.0
980,524,56.0
980,499,22.0
980,1174,4.6
980,600,4.5
980,1531,4.3
980,632,2.8
980,489,2.7
980,622,0.1
981,22,59.0
982,29,120.0
982,53,59.0
982,1,52.0
982,718,22.0
982,544,5.1
983,283,247.0
983,155,77.0
983,40,47.0
983,319,39.0
983,20,20.0
983,10,19.9
983,493,16.9
983,1532,16.4
983,5,15.6
983,725,3.9
983,22,1.1
983,242,0.7
983,1119,0.5
983,137,0.4
984,22,345.0
985,10,1.6
986,1528,326.0
986,5,64.0
986,68,22.0
986,10,17.0
986,541,5.3
986,530,1.1
986,247,0.4
987,24,6.5
988,22,100.0
989,22,882.0
989,283,76.0
989,34,37.0
989,83,11.8
989,29,6.3
989,528,4.1
989,5,3.0
989,7,1.1
989,356,0.5
990,771,1.6
991,1140,25.0
991,632,25.0
991,240,18.0
991,25,13.5
991,1342,5.3
991,19,2.1
992,247,4.8
993,1,20.0
994,823,89.0
995,235,52.0
996,273,0.8
996,274,0.3
996,571,0.2
997,22,0.6
998,22,14.5
998,10,0.7
999,22,37.0
1000,22,777.0
1000,1515,0.1
1001,40,361.0
1002,22,1.0
1003,10,482.0
1004,277,15.8
1004,788,3.8
1005,241,0.3
1006,926,43.0
1007,19,75.0
1007,64,23.0
1007,63,9.0
1007,963,6.9
1007,155,0.9
1008,518,33.0
1008,1533,4.2
1008,837,1.3
1009,22,2.9
1010,1534,34.0
1010,626,29.0
1010,499,22.0
1010,1432,18.2
1010,11,17.1
1010,1489,4.3
1010,526,4.1
1010,1535,3.8
1010,114,3.7
1010,599,2.4
1010,1536,0.5
1010,1537,0.1
1011,529,174.0
1011,267,43.0
1011,1,41.0
1011,47,9.4
1011,486,3.0
1011,10,1.6
1012,22,2.0
1013,1,127.0
1013,233,112.0
1013,74,54.0
1013,64,39.0
1013,237,33.0
1013,756,32.0
1013,65,30.0
1013,254,25.0
1013,353,24.0
1013,109,23.0
1013,63,16.6
1013,369,13.7
1013,60,13.2
1013,232,7.9
1013,583,7.8
1013,559,5.7
1013,121,4.1
1013,234,2.9
1013,10,1.6
1013,165,1.3
1014,84,6.7
1015,22,14.2
1016,796,149.0
1017,22,0.2
1018,29,67.0
1018,254,55.0
1018,574,40.0
1018,584,29.0
1018,997,27.0
1018,108,26.0
1018,237,26.0
1018,693,19.4
1018,89,7.9
1018,750,7.1
1018,1040,1.1
1019,10,86.0
1019,78,15.3
1019,105,12.1
1019,110,5.1
1019,691,3.8
1019,581,2.8
1019,1069,0.5
1019,178,0.4
1019,444,0.2
1020,22,3.2
1021,22,136.0
1022,22,0.4
1023,29,56.0
1024,1538,7.7
1025,10,0.9
1026,22,0.2
1027,22,9.4
1028,585,53.0
1028,233,17.3
1028,237,3.2
1028,656,2.9
1028,10,0.3
1029,22,7.8
1030,10,5.4
1031,40,11.6
1032,59,2.6
1033,22,0.8
1034,1539,11.7
1034,715,9.3
1034,39,8.1
1034,4,1.3
1034,1540,1.2
1035,60,288.0
1035,55,158.0
1035,64,91.0
1035,346,77.0
1035,1541,61.0
1035,45,59.0
1035,1126,52.0
1035,40,46.0
1035,155,40.0
1035,89,33.0
1035,53,31.0
1035,1053,30.0
1035,82,29.0
1035,544,27.0
1035,1052,24.0
1035,515,23.0
1035,527,19.8
1035,114,14.4
1035,319,13.8
1035,11,12.5
1035,1497,10.2
1035,1542,8.9
1035,851,8.4
1035,235,7.1
1035,274,6.3
1035,1341,5.7
1035,7,5.0
1035,795,4.7
1035,1109,4.5
1035,78,3.9
1035,240,3.7
1035,542,3.2
1035,584,1.7
1035,18,1.5
1035,458,0.9
1035,1068,0.7
1035,281,0.7
1035,1543,0.4
1035,178,0.3
1035,1544,0.2
1035,877,0.2
1036,5,90.0
1036,48,45.0
1036,244,38.0
1036,851,13.1
1036,11,11.3
1036,14,10.4
1036,241,9.6
1036,347,7.6
1036,114,6.9
1036,492,2.0
1036,10,1.8
1036,285,1.4
1037,22,193.0
1038,22,0.2
1039,22,152.0
1040,241,15.4
1041,237,10.7
1042,22,18.3
1043,22,419.0
1043,47,93.0
1043,40,26.0
1043,249,7.0
1043,624,6.7
1043,486,0.9
1043,10,0.4
1044,22,1.8
1045,29,85.0
1045,1204,0.8
1046,239,123.0
1046,278,15.5
1046,10,14.1
1046,22,0.3
1046,1545,0.3
1047,22,0.4
1048,22,4.9
1049,583,8.8
1050,875,354.0
1050,92,232.0
1050,1,193.0
1050,817,180.0
1050,109,172.0
1050,760,159.0
1050,712,123.0
1050,218,106.0
1050,1196,80.0
1050,552,77.0
